timestamp,room_id,room_type,occupant_count,occupant_presence,wifi_connected_devices,indoor_co2,air_temperature,indoor_relative_humidity,hour,day_of_week,is_weekend,date
2021-09-07 06:40:00+08:00,R1,lecture,0,0,0.0,667.6428833,26.98250008,66.99321747,6,1,0,2021-09-07
2021-09-07 06:45:00+08:00,R1,lecture,0,0,0.0,669.166687,26.9470005,65.33633423,6,1,0,2021-09-07
2021-09-07 06:50:00+08:00,R1,lecture,0,0,0.0,673.0,26.85933304,64.58100128,6,1,0,2021-09-07
2021-09-07 06:55:00+08:00,R1,lecture,0,0,0.0,669.5,26.92900085,65.47599792,6,1,0,2021-09-07
2021-09-07 07:00:00+08:00,R1,lecture,0,0,0.0,664.166687,27.00099945,67.57066345,7,1,0,2021-09-07
2021-09-07 07:05:00+08:00,R1,lecture,0,0,0.0,655.8666382,26.71733284,66.04100037,7,1,0,2021-09-07
2021-09-07 07:10:00+08:00,R1,lecture,0,0,0.0,650.7000122000001,26.61199951,65.08399963,7,1,0,2021-09-07
2021-09-07 07:15:00+08:00,R1,lecture,0,0,0.0,650.5999756,26.71066666,63.88800049,7,1,0,2021-09-07
2021-09-07 07:20:00+08:00,R1,lecture,0,0,0.0,653.4827881,26.76000023,62.68482589999999,7,1,0,2021-09-07
2021-09-07 07:25:00+08:00,R1,lecture,1,1,0.0,655.5999756,26.78066635,61.84033203,7,1,0,2021-09-07
2021-09-07 07:30:00+08:00,R1,lecture,1,1,0.0,655.9000244,26.75099945,61.44533157,7,1,0,2021-09-07
2021-09-07 07:35:00+08:00,R1,lecture,0,0,0.0,655.8571167,26.74214363,61.41321564,7,1,0,2021-09-07
2021-09-07 07:40:00+08:00,R1,lecture,0,0,0.0,650.166687,26.75499916,62.00066757,7,1,0,2021-09-07
2021-09-07 07:45:00+08:00,R1,lecture,0,0,0.0,650.2999877999999,27.03899956,65.16666412,7,1,0,2021-09-07
2021-09-07 07:50:00+08:00,R1,lecture,0,0,0.0,650.5333252,26.98366737,64.71566772,7,1,0,2021-09-07
2021-09-07 07:55:00+08:00,R1,lecture,0,0,0.0,653.5,26.97366714,63.19633484,7,1,0,2021-09-07
2021-09-07 08:00:00+08:00,R1,lecture,0,0,0.0,653.1333618,26.77133369,62.98666763,8,1,0,2021-09-07
2021-09-07 08:05:00+08:00,R1,lecture,0,0,0.0,636.9000244,26.62800026,62.27566528,8,1,0,2021-09-07
2021-09-07 08:10:00+08:00,R1,lecture,1,1,1.0,622.0344848999999,26.55758667,62.57793045,8,1,0,2021-09-07
2021-09-07 08:15:00+08:00,R1,lecture,1,1,2.0,634.0,26.83733368,66.04333496,8,1,0,2021-09-07
2021-09-07 08:20:00+08:00,R1,lecture,1,1,2.0,646.0999756,26.84833336,64.89433289,8,1,0,2021-09-07
2021-09-07 08:25:00+08:00,R1,lecture,1,1,2.0,651.8148193,26.82370377,64.03740692,8,1,0,2021-09-07
2021-09-07 08:30:00+08:00,R1,lecture,1,1,2.0,651.9000244,26.71633339,63.24700165,8,1,0,2021-09-07
2021-09-07 08:35:00+08:00,R1,lecture,1,1,2.0,646.8666382,26.62299919,62.45966721,8,1,0,2021-09-07
2021-09-07 08:40:00+08:00,R1,lecture,1,1,2.0,644.0666504,26.52499962,62.23199844,8,1,0,2021-09-07
2021-09-07 08:45:00+08:00,R1,lecture,3,1,1.0,641.7999877999999,26.6483326,63.69966507,8,1,0,2021-09-07
2021-09-07 08:50:00+08:00,R1,lecture,5,1,5.0,639.4000244,26.86733246,65.58733368,8,1,0,2021-09-07
2021-09-07 08:55:00+08:00,R1,lecture,7,1,12.0,642.333313,26.81033325,64.59333038,8,1,0,2021-09-07
2021-09-07 09:00:00+08:00,R1,lecture,12,1,24.0,642.5861816,26.71310425,63.71655273,9,1,0,2021-09-07
2021-09-07 09:05:00+08:00,R1,lecture,20,1,23.0,634.7999877999999,26.65866661,62.55466843,9,1,0,2021-09-07
2021-09-07 09:10:00+08:00,R1,lecture,23,1,20.0,628.8666382,26.51666641,62.39333344,9,1,0,2021-09-07
2021-09-07 09:15:00+08:00,R1,lecture,23,1,16.0,630.0714111000001,26.54535675,62.34035873,9,1,0,2021-09-07
2021-09-07 09:20:00+08:00,R1,lecture,23,1,13.0,606.2000122000001,26.46266747,62.28033447,9,1,0,2021-09-07
2021-09-07 09:25:00+08:00,R1,lecture,24,1,16.0,580.0999756,26.474666600000003,64.86333466,9,1,0,2021-09-07
2021-09-07 09:30:00+08:00,R1,lecture,24,1,18.0,545.0,26.63966751,69.78266907,9,1,0,2021-09-07
2021-09-07 09:35:00+08:00,R1,lecture,24,1,12.0,518.9000244,26.59266663,70.09899902,9,1,0,2021-09-07
2021-09-07 09:40:00+08:00,R1,lecture,24,1,16.0,500.1000061000001,26.47233391,68.53966522,9,1,0,2021-09-07
2021-09-07 09:45:00+08:00,R1,lecture,24,1,15.0,488.0333252,26.47900009,71.58433533,9,1,0,2021-09-07
2021-09-07 09:50:00+08:00,R1,lecture,24,1,17.0,482.0666809,26.58033371,72.14733124,9,1,0,2021-09-07
2021-09-07 09:55:00+08:00,R1,lecture,23,1,16.0,488.5862122,26.45999908,67.27344513,9,1,0,2021-09-07
2021-09-07 10:00:00+08:00,R1,lecture,24,1,18.0,497.7333374,26.39866638,68.52766418,10,1,0,2021-09-07
2021-09-07 10:05:00+08:00,R1,lecture,24,1,17.0,509.6666565,26.62466621,69.67633057,10,1,0,2021-09-07
2021-09-07 10:10:00+08:00,R1,lecture,24,1,19.0,519.2142944,26.58071518,66.62214661,10,1,0,2021-09-07
2021-09-07 10:15:00+08:00,R1,lecture,24,1,17.0,523.5,26.55466652,68.29866791,10,1,0,2021-09-07
2021-09-07 10:20:00+08:00,R1,lecture,24,1,21.0,528.0,26.61766624,68.86799622,10,1,0,2021-09-07
2021-09-07 10:25:00+08:00,R1,lecture,20,1,22.0,560.3666382,26.4489994,67.11166382,10,1,0,2021-09-07
2021-09-07 10:30:00+08:00,R1,lecture,12,1,9.0,607.5999756,26.31233406,66.10533142,10,1,0,2021-09-07
2021-09-07 10:35:00+08:00,R1,lecture,8,1,6.0,652.2000122000001,26.30966759,65.05966949,10,1,0,2021-09-07
2021-09-07 10:40:00+08:00,R1,lecture,7,1,7.0,668.0333252,26.26066589,64.37666321,10,1,0,2021-09-07
2021-09-07 10:45:00+08:00,R1,lecture,7,1,4.0,672.1034546,26.28482819,63.86172485,10,1,0,2021-09-07
2021-09-07 10:50:00+08:00,R1,lecture,7,1,5.0,670.0666504,26.2056675,63.96166611,10,1,0,2021-09-07
2021-09-07 10:55:00+08:00,R1,lecture,7,1,3.0,678.4000244,26.21899986,64.36000061,10,1,0,2021-09-07
2021-09-07 11:00:00+08:00,R1,lecture,7,1,4.0,673.9285888999999,26.1442852,64.03643036,11,1,0,2021-09-07
2021-09-07 11:05:00+08:00,R1,lecture,7,1,2.0,666.166687,26.0890007,63.67133331,11,1,0,2021-09-07
2021-09-07 11:10:00+08:00,R1,lecture,7,1,4.0,660.4333496,26.12033272,63.34133148,11,1,0,2021-09-07
2021-09-07 11:15:00+08:00,R1,lecture,7,1,5.0,651.166687,26.40099907,65.45999908,11,1,0,2021-09-07
2021-09-07 11:20:00+08:00,R1,lecture,7,1,2.0,654.3666382,26.542333600000003,66.77066803,11,1,0,2021-09-07
2021-09-07 11:25:00+08:00,R1,lecture,7,1,5.0,667.7999877999999,26.43166733,65.66933441,11,1,0,2021-09-07
2021-09-07 11:30:00+08:00,R1,lecture,8,1,1.0,656.6333618,26.50366592,64.13166809,11,1,0,2021-09-07
2021-09-07 11:35:00+08:00,R1,lecture,8,1,4.0,647.2999877999999,26.58333397,62.96133423,11,1,0,2021-09-07
2021-09-07 11:40:00+08:00,R1,lecture,8,1,4.0,651.4138184,26.54689598,62.52793121,11,1,0,2021-09-07
2021-09-07 11:45:00+08:00,R1,lecture,10,1,7.0,658.2666626,26.5359993,63.15966797,11,1,0,2021-09-07
2021-09-07 11:50:00+08:00,R1,lecture,21,1,14.0,658.3214111000001,26.57464218,66.98999786,11,1,0,2021-09-07
2021-09-07 11:55:00+08:00,R1,lecture,24,1,23.0,647.0,26.51766586,65.65166473,11,1,0,2021-09-07
2021-09-07 12:00:00+08:00,R1,lecture,30,1,29.0,636.8666382,26.50933266,64.71466827,12,1,0,2021-09-07
2021-09-07 12:05:00+08:00,R1,lecture,31,1,29.0,634.7333374,26.51833344,66.03566742,12,1,0,2021-09-07
2021-09-07 12:10:00+08:00,R1,lecture,31,1,23.0,648.1333618,26.56200027,67.03633118,12,1,0,2021-09-07
2021-09-07 12:15:00+08:00,R1,lecture,31,1,17.0,643.5333252,26.35400009,65.77033234,12,1,0,2021-09-07
2021-09-07 12:20:00+08:00,R1,lecture,31,1,16.0,639.833313,26.30466652,64.73133087,12,1,0,2021-09-07
2021-09-07 12:25:00+08:00,R1,lecture,31,1,21.0,634.3666382,26.26733398,63.51066589,12,1,0,2021-09-07
2021-09-07 12:30:00+08:00,R1,lecture,31,1,17.0,632.0344848999999,26.15689659,63.62068939,12,1,0,2021-09-07
2021-09-07 12:35:00+08:00,R1,lecture,31,1,17.0,642.666687,26.19599915,63.55199814,12,1,0,2021-09-07
2021-09-07 12:40:00+08:00,R1,lecture,31,1,20.0,641.6551513999999,26.19620705,63.60137939,12,1,0,2021-09-07
2021-09-07 12:45:00+08:00,R1,lecture,31,1,20.0,635.6551513999999,26.17379379,63.48827744,12,1,0,2021-09-07
2021-09-07 12:50:00+08:00,R1,lecture,31,1,22.0,635.166687,26.35066605,65.89199829,12,1,0,2021-09-07
2021-09-07 12:55:00+08:00,R1,lecture,31,1,21.0,632.2999877999999,26.61766624,66.77799988,12,1,0,2021-09-07
2021-09-07 13:00:00+08:00,R1,lecture,31,1,19.0,615.5333252,26.60333252,64.49700165,13,1,0,2021-09-07
2021-09-07 13:05:00+08:00,R1,lecture,31,1,21.0,572.7666626,26.39333344,66.5103302,13,1,0,2021-09-07
2021-09-07 13:10:00+08:00,R1,lecture,31,1,21.0,538.4838867000001,26.58064461,71.10516357,13,1,0,2021-09-07
2021-09-07 13:15:00+08:00,R1,lecture,31,1,15.0,520.3666382,26.51066589,71.2460022,13,1,0,2021-09-07
2021-09-07 13:20:00+08:00,R1,lecture,4,1,34.0,509.5333252,26.40999985,69.64066315,13,1,0,2021-09-07
2021-09-07 13:25:00+08:00,R1,lecture,0,0,13.0,497.9310303,26.60310364,73.08413696,13,1,0,2021-09-07
2021-09-07 13:30:00+08:00,R1,lecture,0,0,8.0,497.43331910000006,26.52433395,73.95233154,13,1,0,2021-09-07
2021-09-07 13:35:00+08:00,R1,lecture,3,1,3.0,494.3214416999999,26.42357063,74.36000061,13,1,0,2021-09-07
2021-09-07 13:40:00+08:00,R1,lecture,4,1,2.0,489.1666565,26.55999947,76.63033295,13,1,0,2021-09-07
2021-09-07 13:45:00+08:00,R1,lecture,11,1,10.0,494.3666687,26.96100044,75.48400116,13,1,0,2021-09-07
2021-09-07 13:50:00+08:00,R1,lecture,15,1,25.0,510.2333374,27.33033371,74.10933685,13,1,0,2021-09-07
2021-09-07 13:55:00+08:00,R1,lecture,27,1,22.0,527.1333618,27.34900093,73.875,13,1,0,2021-09-07
2021-09-07 14:00:00+08:00,R1,lecture,30,1,26.0,547.2666626,27.38400078,73.87966919,14,1,0,2021-09-07
2021-09-07 14:05:00+08:00,R1,lecture,37,1,16.0,561.7333374,27.58799934,73.04033661,14,1,0,2021-09-07
2021-09-07 14:10:00+08:00,R1,lecture,38,1,19.0,577.333313,27.69000053,72.64099884,14,1,0,2021-09-07
2021-09-07 14:15:00+08:00,R1,lecture,38,1,19.0,597.2758789,27.7451725,72.48482513,14,1,0,2021-09-07
2021-09-07 14:20:00+08:00,R1,lecture,38,1,18.0,604.5666504,27.76799965,72.38400269,14,1,0,2021-09-07
2021-09-07 14:25:00+08:00,R1,lecture,38,1,17.0,606.2142944,27.71999931,72.55142975,14,1,0,2021-09-07
2021-09-07 14:30:00+08:00,R1,lecture,38,1,22.0,607.4000244,27.86199951,72.05899811,14,1,0,2021-09-07
2021-09-07 14:35:00+08:00,R1,lecture,38,1,18.0,610.0999756,27.87266731,72.03833008,14,1,0,2021-09-07
2021-09-07 14:40:00+08:00,R1,lecture,38,1,21.0,609.2333374,27.87000084,72.02233124,14,1,0,2021-09-07
2021-09-07 14:45:00+08:00,R1,lecture,38,1,17.0,607.2333374,27.70499992,72.46433258,14,1,0,2021-09-07
2021-09-07 14:50:00+08:00,R1,lecture,38,1,18.0,611.6333618,27.64766693,72.65000153,14,1,0,2021-09-07
2021-09-07 14:55:00+08:00,R1,lecture,38,1,21.0,614.1333618,27.64166641,72.71366882,14,1,0,2021-09-07
2021-09-07 15:00:00+08:00,R1,lecture,32,1,23.0,610.9666748,27.69433403,72.53733063,15,1,0,2021-09-07
2021-09-07 15:05:00+08:00,R1,lecture,35,1,22.0,613.0999756,27.51499939,73.14566803,15,1,0,2021-09-07
2021-09-07 15:10:00+08:00,R1,lecture,38,1,20.0,610.9666748,27.63999939,72.80833435,15,1,0,2021-09-07
2021-09-07 15:15:00+08:00,R1,lecture,38,1,23.0,611.1428833,27.84000015,72.21071625,15,1,0,2021-09-07
2021-09-07 15:20:00+08:00,R1,lecture,38,1,22.0,606.8666382,27.9470005,71.79266357,15,1,0,2021-09-07
2021-09-07 15:25:00+08:00,R1,lecture,38,1,18.0,601.166687,27.88233376,72.01866913,15,1,0,2021-09-07
2021-09-07 15:30:00+08:00,R1,lecture,38,1,14.0,601.333313,27.62333298,72.88433075,15,1,0,2021-09-07
2021-09-07 15:35:00+08:00,R1,lecture,38,1,19.0,598.9000244,27.48266602,73.34799957,15,1,0,2021-09-07
2021-09-07 15:40:00+08:00,R1,lecture,38,1,13.0,596.8666382,27.38833427,73.67133331,15,1,0,2021-09-07
2021-09-07 15:45:00+08:00,R1,lecture,38,1,16.0,596.3666382,27.29733276,74.04000092,15,1,0,2021-09-07
2021-09-07 15:50:00+08:00,R1,lecture,38,1,14.0,593.0333252,27.14900017,74.54666901,15,1,0,2021-09-07
2021-09-07 15:55:00+08:00,R1,lecture,38,1,28.0,591.0,27.1420002,74.62000275,15,1,0,2021-09-07
2021-09-07 16:00:00+08:00,R1,lecture,25,1,41.0,585.241394,27.19103432,74.52552032,16,1,0,2021-09-07
2021-09-07 16:05:00+08:00,R1,lecture,28,1,26.0,582.9333496,27.18300056,74.46866608,16,1,0,2021-09-07
2021-09-07 16:10:00+08:00,R1,lecture,35,1,21.0,582.3928833,27.2307148,74.30285645,16,1,0,2021-09-07
2021-09-07 16:15:00+08:00,R1,lecture,36,1,20.0,580.666687,27.1989994,74.49099731,16,1,0,2021-09-07
2021-09-07 16:20:00+08:00,R1,lecture,36,1,10.0,579.5,27.17466736,74.67666626,16,1,0,2021-09-07
2021-09-07 16:25:00+08:00,R1,lecture,36,1,18.0,580.0,27.18766594,74.79533386,16,1,0,2021-09-07
2021-09-07 16:30:00+08:00,R1,lecture,36,1,14.0,568.4333496,27.2203331,74.81466675,16,1,0,2021-09-07
2021-09-07 16:35:00+08:00,R1,lecture,36,1,14.0,569.1333618,27.22733307,74.85066986,16,1,0,2021-09-07
2021-09-07 16:40:00+08:00,R1,lecture,36,1,18.0,565.0333252,27.24600029,74.86933136,16,1,0,2021-09-07
2021-09-07 16:45:00+08:00,R1,lecture,36,1,17.0,565.4333496,27.21899986,75.23766327,16,1,0,2021-09-07
2021-09-07 16:50:00+08:00,R1,lecture,36,1,13.0,563.5,27.22900009,75.22333527,16,1,0,2021-09-07
2021-09-07 16:55:00+08:00,R1,lecture,36,1,15.0,561.5516968,27.27034569,75.07034302,16,1,0,2021-09-07
2021-09-07 17:00:00+08:00,R1,lecture,36,1,13.0,559.2857056,27.25642776,75.53535461,17,1,0,2021-09-07
2021-09-07 17:05:00+08:00,R1,lecture,36,1,12.0,553.5333252,27.25499916,75.62266541,17,1,0,2021-09-07
2021-09-07 17:10:00+08:00,R1,lecture,36,1,15.0,551.5,27.25466728,75.90766907,17,1,0,2021-09-07
2021-09-07 17:15:00+08:00,R1,lecture,30,1,18.0,549.5999756,27.29400063,75.85033417,17,1,0,2021-09-07
2021-09-07 17:20:00+08:00,R1,lecture,20,1,15.0,547.2666626,27.32733345,75.90032959,17,1,0,2021-09-07
2021-09-07 17:25:00+08:00,R1,lecture,10,1,9.0,543.4333496,27.33499908,75.96099854,17,1,0,2021-09-07
2021-09-07 17:30:00+08:00,R1,lecture,8,1,8.0,540.2000122000001,27.34300041,75.92900085,17,1,0,2021-09-07
2021-09-07 17:35:00+08:00,R1,lecture,3,1,2.0,542.5999756,27.37999916,75.86233521,17,1,0,2021-09-07
2021-09-07 17:40:00+08:00,R1,lecture,3,1,3.0,537.7666626,27.36933327,76.08333588,17,1,0,2021-09-07
2021-09-07 17:45:00+08:00,R1,lecture,3,1,2.0,529.0689697,27.40999985,76.22758484,17,1,0,2021-09-07
2021-09-07 17:50:00+08:00,R1,lecture,5,1,5.0,526.3571166999999,27.38571358,76.41963959,17,1,0,2021-09-07
2021-09-07 17:55:00+08:00,R1,lecture,6,1,7.0,525.0,27.43566704,76.28866577,17,1,0,2021-09-07
2021-09-07 18:00:00+08:00,R1,lecture,8,1,9.0,524.4333496,27.46766663,76.24333191,18,1,0,2021-09-07
2021-09-07 18:05:00+08:00,R1,lecture,11,1,8.0,521.0333252,27.51066589,76.15333557,18,1,0,2021-09-07
2021-09-07 18:10:00+08:00,R1,lecture,11,1,6.0,515.666687,27.49099922,76.305336,18,1,0,2021-09-07
